"autor_sobrenome","autor_nome","revista","titulo","ano","resumo","chave","ref_sobrenome","ref_nome","ref_ano","ref_revista","ref_titulo"
"Ferraz|Vieira","Octávio Luiz Motta|Fabiola Sulpino","Dados","Direito à saúde, recursos escassos e equidade: os riscos da interpretação judicial dominante","2009","This article discusses the right to health as provided by the Brazilian Constitution in light of the increasing number of court rulings that order government to supply health products and services that have not been incorporated into public policies by other means. Using the Constitution's concept of health as the point of departure, authors demonstrate that guaranteeing the right to health requires more comprehensive social and economic policies. They argue that scarcity of resources places a limit on the formulation of public policies and that equity should be the underlying principle for orienting resource allocation. The article contends that the interpretation of the right to health as the individual right to unlimited care (the predominant position in the Brazilian Judiciary) is sustained to the detriment of the Constitutional principles of equity and universality, and that this interpretation results in a reversal in the primary objectives of the Unified National Health System (SUS), transforming it into an instrument for the perpetuation of the country's persistently daunting health inequities.","right to health,public policies,Unified National Health System,equity in resource allocation,legal rulings,pharmaceutical services,droit à la santé,politiques publiques,Système Unique de Santé (SUS),équité dans la mise en place des ressources,décisions judiciaires,assistance pharmaceutique",,,"2007","Constituição da República Federativa do Brasil: Texto Constitucional Promulgado em 5 de Outubro de 1988, com as Alterações Adotadas pelas Emendas Constitucionais nº 1/1992 a nº 53/2006","NA"
"Ferraz|Vieira","Octávio Luiz Motta|Fabiola Sulpino","Dados","Direito à saúde, recursos escassos e equidade: os riscos da interpretação judicial dominante","2009","This article discusses the right to health as provided by the Brazilian Constitution in light of the increasing number of court rulings that order government to supply health products and services that have not been incorporated into public policies by other means. Using the Constitution's concept of health as the point of departure, authors demonstrate that guaranteeing the right to health requires more comprehensive social and economic policies. They argue that scarcity of resources places a limit on the formulation of public policies and that equity should be the underlying principle for orienting resource allocation. The article contends that the interpretation of the right to health as the individual right to unlimited care (the predominant position in the Brazilian Judiciary) is sustained to the detriment of the Constitutional principles of equity and universality, and that this interpretation results in a reversal in the primary objectives of the Unified National Health System (SUS), transforming it into an instrument for the perpetuation of the country's persistently daunting health inequities.","right to health,public policies,Unified National Health System,equity in resource allocation,legal rulings,pharmaceutical services,droit à la santé,politiques publiques,Système Unique de Santé (SUS),équité dans la mise en place des ressources,décisions judiciaires,assistance pharmaceutique","SHAH","Nilay D.",,"American Journal of Health-System Pharmacy","Projecting Future Drug Expenditures - 2003"
"Ferraz|Vieira","Octávio Luiz Motta|Fabiola Sulpino","Dados","Direito à saúde, recursos escassos e equidade: os riscos da interpretação judicial dominante","2009","This article discusses the right to health as provided by the Brazilian Constitution in light of the increasing number of court rulings that order government to supply health products and services that have not been incorporated into public policies by other means. Using the Constitution's concept of health as the point of departure, authors demonstrate that guaranteeing the right to health requires more comprehensive social and economic policies. They argue that scarcity of resources places a limit on the formulation of public policies and that equity should be the underlying principle for orienting resource allocation. The article contends that the interpretation of the right to health as the individual right to unlimited care (the predominant position in the Brazilian Judiciary) is sustained to the detriment of the Constitutional principles of equity and universality, and that this interpretation results in a reversal in the primary objectives of the Unified National Health System (SUS), transforming it into an instrument for the perpetuation of the country's persistently daunting health inequities.","right to health,public policies,Unified National Health System,equity in resource allocation,legal rulings,pharmaceutical services,droit à la santé,politiques publiques,Système Unique de Santé (SUS),équité dans la mise en place des ressources,décisions judiciaires,assistance pharmaceutique",,,"2007","Despesas com Ações e Serviços Públicos de Saúde Financiadas por Recursos Próprios - 2000 a 2004","NA"
"Ferraz|Vieira","Octávio Luiz Motta|Fabiola Sulpino","Dados","Direito à saúde, recursos escassos e equidade: os riscos da interpretação judicial dominante","2009","This article discusses the right to health as provided by the Brazilian Constitution in light of the increasing number of court rulings that order government to supply health products and services that have not been incorporated into public policies by other means. Using the Constitution's concept of health as the point of departure, authors demonstrate that guaranteeing the right to health requires more comprehensive social and economic policies. They argue that scarcity of resources places a limit on the formulation of public policies and that equity should be the underlying principle for orienting resource allocation. The article contends that the interpretation of the right to health as the individual right to unlimited care (the predominant position in the Brazilian Judiciary) is sustained to the detriment of the Constitutional principles of equity and universality, and that this interpretation results in a reversal in the primary objectives of the Unified National Health System (SUS), transforming it into an instrument for the perpetuation of the country's persistently daunting health inequities.","right to health,public policies,Unified National Health System,equity in resource allocation,legal rulings,pharmaceutical services,droit à la santé,politiques publiques,Système Unique de Santé (SUS),équité dans la mise en place des ressources,décisions judiciaires,assistance pharmaceutique","VIANA|FAUSTO|LIMA","Ana Luiza d'Ávila|Maria Cristina Rodrigues|Luciana Dias de","2003","São Paulo em Perspectiva","Política de Saúde e Eqüidade"
"Ferraz|Vieira","Octávio Luiz Motta|Fabiola Sulpino","Dados","Direito à saúde, recursos escassos e equidade: os riscos da interpretação judicial dominante","2009","This article discusses the right to health as provided by the Brazilian Constitution in light of the increasing number of court rulings that order government to supply health products and services that have not been incorporated into public policies by other means. Using the Constitution's concept of health as the point of departure, authors demonstrate that guaranteeing the right to health requires more comprehensive social and economic policies. They argue that scarcity of resources places a limit on the formulation of public policies and that equity should be the underlying principle for orienting resource allocation. The article contends that the interpretation of the right to health as the individual right to unlimited care (the predominant position in the Brazilian Judiciary) is sustained to the detriment of the Constitutional principles of equity and universality, and that this interpretation results in a reversal in the primary objectives of the Unified National Health System (SUS), transforming it into an instrument for the perpetuation of the country's persistently daunting health inequities.","right to health,public policies,Unified National Health System,equity in resource allocation,legal rulings,pharmaceutical services,droit à la santé,politiques publiques,Système Unique de Santé (SUS),équité dans la mise en place des ressources,décisions judiciaires,assistance pharmaceutique","VIEIRA|ZUCCHI","Fabiola Sulpino|Paola","2007","Revista de Saúde Pública","Distorções Causadas pelas Ações Judiciais à Política de Medicamentos no Brasil"
"Ferraz|Vieira","Octávio Luiz Motta|Fabiola Sulpino","Dados","Direito à saúde, recursos escassos e equidade: os riscos da interpretação judicial dominante","2009","This article discusses the right to health as provided by the Brazilian Constitution in light of the increasing number of court rulings that order government to supply health products and services that have not been incorporated into public policies by other means. Using the Constitution's concept of health as the point of departure, authors demonstrate that guaranteeing the right to health requires more comprehensive social and economic policies. They argue that scarcity of resources places a limit on the formulation of public policies and that equity should be the underlying principle for orienting resource allocation. The article contends that the interpretation of the right to health as the individual right to unlimited care (the predominant position in the Brazilian Judiciary) is sustained to the detriment of the Constitutional principles of equity and universality, and that this interpretation results in a reversal in the primary objectives of the Unified National Health System (SUS), transforming it into an instrument for the perpetuation of the country's persistently daunting health inequities.","right to health,public policies,Unified National Health System,equity in resource allocation,legal rulings,pharmaceutical services,droit à la santé,politiques publiques,Système Unique de Santé (SUS),équité dans la mise en place des ressources,décisions judiciaires,assistance pharmaceutique",,,"2007","World Health Statistics 2007","NA"
"Ferraz|Vieira","Octávio Luiz Motta|Fabiola Sulpino","Dados","Direito à saúde, recursos escassos e equidade: os riscos da interpretação judicial dominante","2009","This article discusses the right to health as provided by the Brazilian Constitution in light of the increasing number of court rulings that order government to supply health products and services that have not been incorporated into public policies by other means. Using the Constitution's concept of health as the point of departure, authors demonstrate that guaranteeing the right to health requires more comprehensive social and economic policies. They argue that scarcity of resources places a limit on the formulation of public policies and that equity should be the underlying principle for orienting resource allocation. The article contends that the interpretation of the right to health as the individual right to unlimited care (the predominant position in the Brazilian Judiciary) is sustained to the detriment of the Constitutional principles of equity and universality, and that this interpretation results in a reversal in the primary objectives of the Unified National Health System (SUS), transforming it into an instrument for the perpetuation of the country's persistently daunting health inequities.","right to health,public policies,Unified National Health System,equity in resource allocation,legal rulings,pharmaceutical services,droit à la santé,politiques publiques,Système Unique de Santé (SUS),équité dans la mise en place des ressources,décisions judiciaires,assistance pharmaceutique","ZUCCHI|DEL NERO|MALIK","Paola|Carlos|Ana Maria","2000","Saúde e Sociedade","Gastos em Saúde: Fatores que Agem na Demanda e na Oferta dos Serviços de Saúde"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","ARANTES","Rogério Bastos","1997","Judiciário e Política no Brasil","NA"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","CARVALHO NETO","Ernani Rodrigues de.","2004","Revista de Sociologia e Política","""Em Busca da Judicialização da Política: Apontamentos para uma Nova Abordagem"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","CARVALHO NETO","Ernani Rodrigues de.","2005","Revisão Abstrata de Legislação e a Judicialização da Política no Brasil","NA"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","CASTRO","Marcus Faro de.","1997","Revista Brasileira de Ciências Sociais","""O Supremo Tribunal Federal e a Judicialização da Política"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","CASTRO","Marcus Faro de.","1997","International Social Science Journal","The Courts, Law, and Democracy in Brazil"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","CLAYTON|GILLMAN","Cornell W.|Howard","1999","Supreme Court Decision-Making: New Institutionalist Approaches","NA"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","DA ROS","Luciano","2006","Trabalho apresentado no","Tribunais como Árbitros ou como Instrumentos de Oposição?: Judicialização da Política em Novas Poliarquias à Luz do Caso Brasileiro"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","DA ROS","Luciano","2008","Decretos Presidenciais no Banco dos Réus: Análise do Controle Abstrato de Constitucionalidade de Medidas Provisórias pelo Supremo Tribunal Federal no Brasil (1988-2007)","NA"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","DA ROS","Luciano",,"Revista de Sociologia e Política","""Poder de Decreto e Accountability Horizontal: Dinâmica Institucional dos Três Poderes e Medidas Provisórias no Brasil Pós-1988"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","DOTAN|HOFNUNG","Yoav|Menachem","2005","Comparative Political Studies","""Legal Defeats - Political Wins: Why do Elected Representatives Go to Court?"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","FIGUEIREDO|LIMONGI","Argelina Cheibub|Fernando","1999","Executivo e Legislativo na Nova Ordem Constitucional","NA"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","HAMILTON|Hamilton|Madison|Jay","Alexander|A.|J.|J.","2003","The Federalist Papers","""Nº 78: The Judiciary Department"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","KOERNER|MACIEL","Andrei|Débora Alves","2002","Lua Nova","""Sentidos da Judicialização da Política: Duas Análises"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","LOWI","Theodore","1964","World Politics","""American Business, Public Policy, Case-Studies, and Political Science"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","LOWI","Theodore","1972","Public Administration Review","""Four Systems of Policy, Politics, and Choice"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","OLIVEIRA","Fabiana Luci de.","2006","Justiça, Profissionalismo e Política: O Supremo Tribunal Federal e o Controle da Constitucionalidade das Leis no Brasil (1988-2003)","NA"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","OLIVEIRA","Vanessa Elias de.","2005","DADOS","""Judiciário e Privatizações no Brasil: Existe uma Judicialização da Política?"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","PACHECO","Cristina Carvalho","2006","O Supremo Tribunal Federal e a Reforma do Estado: Uma Análise das Ações Diretas de Inconstitucionalidade Julgadas no Primeiro Governo de Fernando Henrique Cardoso (1995-1998)","NA"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","RÍOS-FIGUEROA|NAVIA","Julio|Patricio","2005","Comparative Political Studies","""The Constitutional Adjudication Mosaic of Latin America"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","RÍOS-FIGUEROA|TAYLOR","Júlio|Matthew M.","2006","Journal of Latin American Studies","""Institutional Determinants of the Judicialisation of Policy in Brazil and México"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","SADEK|Sadek","Maria Tereza|M. T.","1995","Uma Introdução ao Estudo da Justiça","""A Organização do Poder Judiciário no Brasil"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","SMITH","Rogers","1988","American Political Science Review","""Political Jurisprudence, the 'New Institutionalism', and the Future of Public Law"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","TAYLOR","Matthew M.","2006","Comparative Politics","""Veto and Voice in the Courts: Policy Implications of Institutional Design in the Brazilian Judiciary"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","TAYLOR","Matthew M.","2007","DADOS","""O Judiciário e as Políticas Públicas no Brasil"""
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","TAYLOR","Matthew M.","2008","Judging Policy: Courts and Policy Reform in Democratic Brazil","NA"
"Taylor|Da Ros","Matthew M.|Luciano","Dados","Os partidos dentro e fora do poder: a judicialização como resultado contingente da estratégia política","2008","The article analyzes the judicialization patterns in politics during the two terms of President Fernando Henrique Cardoso (1995-2002) and compare them to the subsequent period of slightly less than a term and a half under President Luiz Inácio Lula da Silva (2003-2008). The purpose of the comparison was to observe whether appeals were issued to the Supreme Court challenging Federal acts on grounds of unconstitutionality. Both differences were observed and some common uses of judicialization when comparing the two Presidential Administrations.","political parties,judicialization of politics,Supreme Court,Fernando Henrique administration,Lula administration,partis politiques,judicialisation,Cour Suprême de Justice,gouvernement Fernando Henrique,gouvernement Lula","WERNECK VIANNA","Luiz","1999","A Judicialização da Política e das Relações Sociais no Brasil","NA"
